date,product,demand,lead_time_days,material_available,supplier_delay,machine_capacity,machine_downtime,labor_available,absenteeism,effective_labor,effective_capacity,effective_material,month,day_of_week,lag_1,lag_7
2023-09-26,Headphones,194,6,108,0,181,0,177,0,177.0,181.0,108.0,9,1,198.0,193.0
2023-09-27,Headphones,194,5,188,0,167,0,163,0,163.0,167.0,188.0,9,2,194.0,203.0
2023-09-28,Headphones,190,3,158,0,193,0,112,0,112.0,193.0,158.0,9,3,194.0,197.0
2023-09-29,Headphones,202,10,123,1,192,0,110,0,110.0,192.0,73.8,9,4,190.0,199.0
2023-09-30,Headphones,216,5,213,0,138,0,124,0,124.0,138.0,213.0,9,5,202.0,201.0
2023-10-01,Headphones,199,7,118,0,169,0,96,0,96.0,169.0,118.0,10,6,216.0,200.0
2023-10-02,Headphones,203,4,179,0,225,0,126,0,126.0,225.0,179.0,10,0,199.0,198.0
2023-10-03,Headphones,218,6,164,0,234,0,97,1,77.60000000000001,234.0,164.0,10,1,203.0,194.0
2023-10-04,Headphones,219,4,144,0,177,1,137,0,137.0,123.89999999999999,144.0,10,2,218.0,194.0
2023-10-05,Headphones,210,6,189,0,199,0,113,0,113.0,199.0,189.0,10,3,219.0,190.0
2023-10-06,Headphones,215,2,233,0,123,1,142,0,142.0,86.1,233.0,10,4,210.0,202.0
2023-10-07,Headphones,207,5,224,0,231,1,156,0,156.0,161.7,224.0,10,5,215.0,216.0
2023-10-08,Headphones,231,4,172,0,200,0,110,0,110.0,200.0,172.0,10,6,207.0,199.0
2023-10-09,Headphones,233,7,138,1,199,0,125,0,125.0,199.0,82.8,10,0,231.0,203.0
2023-10-10,Headphones,238,8,115,1,149,0,177,0,177.0,149.0,69.0,10,1,233.0,218.0
2023-10-11,Headphones,224,2,107,0,196,0,167,0,167.0,196.0,107.0,10,2,238.0,219.0
2023-10-12,Headphones,215,5,172,0,228,0,133,0,133.0,228.0,172.0,10,3,224.0,210.0
2023-10-13,Headphones,238,7,198,0,238,0,149,0,149.0,238.0,198.0,10,4,215.0,215.0
2023-10-14,Headphones,222,8,134,1,179,1,172,0,172.0,125.3,80.39999999999999,10,5,238.0,207.0
2023-10-15,Headphones,230,9,106,1,196,0,172,0,172.0,196.0,63.599999999999994,10,6,222.0,231.0
2023-10-16,Headphones,226,7,127,0,181,0,115,0,115.0,181.0,127.0,10,0,230.0,233.0
2023-10-17,Headphones,240,4,170,0,207,0,91,1,72.8,207.0,170.0,10,1,226.0,238.0
2023-10-18,Headphones,245,4,141,0,159,0,119,0,119.0,159.0,141.0,10,2,240.0,224.0
2023-10-19,Headphones,236,9,160,1,137,0,109,0,109.0,137.0,96.0,10,3,245.0,215.0
2023-10-20,Headphones,232,7,146,1,164,0,112,0,112.0,164.0,87.6,10,4,236.0,238.0
2023-10-21,Headphones,238,3,181,0,235,0,93,0,93.0,235.0,181.0,10,5,232.0,222.0
2023-10-22,Headphones,237,6,121,0,242,0,109,0,109.0,242.0,121.0,10,6,238.0,230.0
2023-10-23,Headphones,234,2,168,0,188,0,92,0,92.0,188.0,168.0,10,0,237.0,226.0
2023-10-24,Headphones,251,5,226,1,156,0,171,0,171.0,156.0,135.6,10,1,234.0,240.0
2023-10-25,Headphones,240,3,186,0,162,0,136,0,136.0,162.0,186.0,10,2,251.0,245.0
2023-10-26,Headphones,261,6,166,1,149,1,179,0,179.0,104.3,99.6,10,3,240.0,236.0
2023-10-27,Headphones,243,8,141,1,134,0,124,0,124.0,134.0,84.6,10,4,261.0,232.0
2023-10-28,Headphones,264,5,198,0,176,1,102,0,102.0,123.19999999999999,198.0,10,5,243.0,238.0
2023-10-29,Headphones,251,2,209,0,162,0,167,0,167.0,162.0,209.0,10,6,264.0,237.0
2023-10-30,Headphones,263,7,120,1,174,1,92,1,73.60000000000001,121.8,72.0,10,0,251.0,234.0
2023-10-31,Headphones,262,8,170,1,164,0,157,0,157.0,164.0,102.0,10,1,263.0,251.0
2023-11-01,Headphones,251,7,249,0,129,1,90,0,90.0,90.3,249.0,11,2,262.0,240.0
2023-11-02,Headphones,264,4,125,0,248,0,122,0,122.0,248.0,125.0,11,3,251.0,261.0
2023-11-03,Headphones,263,6,134,0,171,1,141,0,141.0,119.69999999999999,134.0,11,4,264.0,243.0
2023-11-04,Headphones,270,7,202,0,247,1,116,0,116.0,172.89999999999998,202.0,11,5,263.0,264.0
2023-11-05,Headphones,268,4,127,0,220,0,175,1,140.0,220.0,127.0,11,6,270.0,251.0
2023-11-06,Headphones,249,4,216,0,227,0,165,0,165.0,227.0,216.0,11,0,268.0,263.0
2023-11-07,Headphones,270,8,180,1,138,0,99,0,99.0,138.0,108.0,11,1,249.0,262.0
2023-11-08,Headphones,251,6,144,0,123,0,107,0,107.0,123.0,144.0,11,2,270.0,251.0
2023-11-09,Headphones,244,4,189,0,196,1,106,0,106.0,137.2,189.0,11,3,251.0,264.0
2023-11-10,Headphones,254,7,206,1,159,0,147,0,147.0,159.0,123.6,11,4,244.0,263.0
2023-11-11,Headphones,254,2,124,0,211,0,95,0,95.0,211.0,124.0,11,5,254.0,270.0
2023-11-12,Headphones,266,5,162,0,220,1,125,0,125.0,154.0,162.0,11,6,254.0,268.0
2023-11-13,Headphones,261,6,147,0,231,0,114,0,114.0,231.0,147.0,11,0,266.0,249.0
2023-11-14,Headphones,247,5,177,0,132,0,103,0,103.0,132.0,177.0,11,1,261.0,270.0
2023-11-15,Headphones,249,4,105,0,127,0,163,0,163.0,127.0,105.0,11,2,247.0,251.0
2023-11-16,Headphones,251,4,192,0,171,0,94,0,94.0,171.0,192.0,11,3,249.0,244.0
2023-11-17,Headphones,254,7,207,0,221,0,158,1,126.4,221.0,207.0,11,4,251.0,254.0
2023-11-18,Headphones,262,9,118,1,204,0,177,0,177.0,204.0,70.8,11,5,254.0,254.0
2023-11-19,Headphones,256,5,152,0,209,0,115,0,115.0,209.0,152.0,11,6,262.0,266.0
2023-11-20,Headphones,261,5,228,1,166,0,149,0,149.0,166.0,136.79999999999998,11,0,256.0,261.0
2023-11-21,Headphones,262,6,169,0,139,0,164,0,164.0,139.0,169.0,11,1,261.0,247.0
2023-11-22,Headphones,257,2,131,0,207,0,153,0,153.0,207.0,131.0,11,2,262.0,249.0
2023-11-23,Headphones,244,3,245,0,197,0,95,0,95.0,197.0,245.0,11,3,257.0,251.0
2023-11-24,Headphones,230,6,193,0,173,0,169,0,169.0,173.0,193.0,11,4,244.0,254.0
2023-11-25,Headphones,255,4,189,0,181,0,162,0,162.0,181.0,189.0,11,5,230.0,262.0
2023-11-26,Headphones,248,7,172,0,144,0,161,0,161.0,144.0,172.0,11,6,255.0,256.0
2023-11-27,Headphones,235,5,198,0,205,0,165,1,132.0,205.0,198.0,11,0,248.0,261.0
2023-11-28,Headphones,224,6,167,0,145,1,178,0,178.0,101.5,167.0,11,1,235.0,262.0
2023-11-29,Headphones,241,9,209,1,196,0,152,0,152.0,196.0,125.39999999999999,11,2,224.0,257.0
2023-11-30,Headphones,241,6,220,1,197,0,143,0,143.0,197.0,132.0,11,3,241.0,244.0
2023-12-01,Headphones,223,7,108,1,227,0,166,1,132.8,227.0,64.8,12,4,241.0,230.0
2023-12-02,Headphones,237,3,100,0,206,0,165,0,165.0,206.0,100.0,12,5,223.0,255.0
2023-12-03,Headphones,242,4,167,0,149,0,93,0,93.0,149.0,167.0,12,6,237.0,248.0
2023-12-04,Headphones,244,2,210,0,214,0,133,0,133.0,214.0,210.0,12,0,242.0,235.0
2023-12-05,Headphones,235,5,115,0,206,0,165,0,165.0,206.0,115.0,12,1,244.0,224.0
2023-12-06,Headphones,224,2,216,0,159,0,151,1,120.80000000000001,159.0,216.0,12,2,235.0,241.0
2023-12-07,Headphones,220,2,191,0,205,1,105,0,105.0,143.5,191.0,12,3,224.0,241.0
2023-12-08,Headphones,222,4,149,0,156,1,142,1,113.60000000000001,109.19999999999999,149.0,12,4,220.0,223.0
2023-12-09,Headphones,214,6,191,0,208,0,98,1,78.4,208.0,191.0,12,5,222.0,237.0
2023-12-10,Headphones,226,5,230,1,219,0,130,0,130.0,219.0,138.0,12,6,214.0,242.0
2023-12-11,Headphones,235,2,186,0,131,0,164,0,164.0,131.0,186.0,12,0,226.0,244.0
2023-12-12,Headphones,215,4,116,0,206,0,144,0,144.0,206.0,116.0,12,1,235.0,235.0
2023-12-13,Headphones,215,4,113,0,232,0,142,1,113.60000000000001,232.0,113.0,12,2,215.0,224.0
2023-12-14,Headphones,210,2,114,0,176,0,161,0,161.0,176.0,114.0,12,3,215.0,220.0
2023-12-15,Headphones,229,5,185,0,206,0,123,0,123.0,206.0,185.0,12,4,210.0,222.0
2023-12-16,Headphones,208,2,134,0,139,0,108,0,108.0,139.0,134.0,12,5,229.0,214.0
2023-12-17,Headphones,229,2,194,0,137,0,171,0,171.0,137.0,194.0,12,6,208.0,226.0
2023-12-18,Headphones,221,10,140,1,226,0,170,1,136.0,226.0,84.0,12,0,229.0,235.0
2023-12-19,Headphones,230,4,102,0,172,1,98,0,98.0,120.39999999999999,102.0,12,1,221.0,215.0
2023-12-20,Headphones,228,7,168,0,205,0,139,0,139.0,205.0,168.0,12,2,230.0,215.0
2023-12-21,Headphones,229,7,177,0,166,0,125,0,125.0,166.0,177.0,12,3,228.0,210.0
2023-12-22,Headphones,212,3,121,0,173,0,161,0,161.0,173.0,121.0,12,4,229.0,229.0
2023-12-23,Headphones,232,5,156,1,214,0,106,0,106.0,214.0,93.6,12,5,212.0,208.0
2023-12-24,Headphones,209,4,170,0,179,1,173,0,173.0,125.3,170.0,12,6,232.0,229.0
2023-12-25,Headphones,235,7,229,0,174,1,155,0,155.0,121.8,229.0,12,0,209.0,221.0
2023-12-26,Headphones,214,7,217,0,136,0,98,0,98.0,136.0,217.0,12,1,235.0,230.0
2023-12-27,Headphones,226,5,101,0,225,1,127,1,101.60000000000001,157.5,101.0,12,2,214.0,228.0
2023-12-28,Headphones,232,6,137,0,232,0,94,0,94.0,232.0,137.0,12,3,226.0,229.0
2023-12-29,Headphones,232,7,163,1,168,0,125,0,125.0,168.0,97.8,12,4,232.0,212.0
2023-12-30,Headphones,217,2,198,0,184,0,162,0,162.0,184.0,198.0,12,5,232.0,232.0
2023-12-31,Headphones,236,6,109,1,122,0,93,0,93.0,122.0,65.39999999999999,12,6,217.0,209.0
2023-01-08,Laptop,168,7,167,0,248,0,117,0,117.0,248.0,167.0,1,6,143.0,147.0
2023-01-09,Laptop,166,7,187,0,156,0,95,0,95.0,156.0,187.0,1,0,168.0,135.0
2023-01-10,Laptop,158,2,102,0,165,0,101,0,101.0,165.0,102.0,1,1,166.0,154.0
2023-01-11,Laptop,166,4,112,0,134,0,137,0,137.0,134.0,112.0,1,2,158.0,160.0
2023-01-12,Laptop,159,2,104,0,222,1,163,1,130.4,155.39999999999998,104.0,1,3,166.0,160.0
2023-01-13,Laptop,156,2,213,0,139,0,160,0,160.0,139.0,213.0,1,4,159.0,164.0
2023-01-14,Laptop,159,2,158,0,199,0,167,1,133.6,199.0,158.0,1,5,156.0,143.0
2023-01-15,Laptop,163,3,237,0,187,1,156,0,156.0,130.9,237.0,1,6,159.0,168.0
2023-01-16,Laptop,176,2,116,0,204,0,108,0,108.0,204.0,116.0,1,0,163.0,166.0
2023-01-17,Laptop,187,5,247,0,121,0,143,1,114.4,121.0,247.0,1,1,176.0,158.0
2023-01-18,Laptop,161,3,113,0,151,1,122,0,122.0,105.69999999999999,113.0,1,2,187.0,166.0
2023-01-19,Laptop,175,7,240,1,244,0,140,0,140.0,244.0,144.0,1,3,161.0,159.0
2023-01-20,Laptop,190,9,183,1,233,0,113,0,113.0,233.0,109.8,1,4,175.0,156.0
2023-01-21,Laptop,186,7,171,1,238,0,159,0,159.0,238.0,102.6,1,5,190.0,159.0
2023-01-22,Laptop,164,7,247,1,151,0,133,0,133.0,151.0,148.2,1,6,186.0,163.0
2023-01-23,Laptop,187,4,163,0,187,0,157,0,157.0,187.0,163.0,1,0,164.0,176.0
2023-01-24,Laptop,191,5,235,1,249,0,145,0,145.0,249.0,141.0,1,1,187.0,187.0
2023-01-25,Laptop,181,2,176,0,149,0,108,0,108.0,149.0,176.0,1,2,191.0,161.0
2023-01-26,Laptop,177,4,222,0,168,1,100,1,80.0,117.6,222.0,1,3,181.0,175.0
2023-01-27,Laptop,181,7,183,1,244,0,101,0,101.0,244.0,109.8,1,4,177.0,190.0
2023-01-28,Laptop,165,6,124,0,247,0,114,0,114.0,247.0,124.0,1,5,181.0,186.0
2023-01-29,Laptop,185,6,195,0,216,0,92,0,92.0,216.0,195.0,1,6,165.0,164.0
2023-01-30,Laptop,166,6,123,1,132,0,112,0,112.0,132.0,73.8,1,0,185.0,187.0
2023-01-31,Laptop,178,5,105,0,249,1,131,0,131.0,174.29999999999998,105.0,1,1,166.0,191.0
2023-02-01,Laptop,191,8,186,1,189,1,129,0,129.0,132.29999999999998,111.6,2,2,178.0,181.0
2023-02-02,Laptop,170,2,183,0,128,0,100,0,100.0,128.0,183.0,2,3,191.0,177.0
2023-02-03,Laptop,165,4,109,0,186,0,116,0,116.0,186.0,109.0,2,4,170.0,181.0
2023-02-04,Laptop,161,7,127,0,182,0,102,0,102.0,182.0,127.0,2,5,165.0,165.0
2023-02-05,Laptop,163,5,136,1,177,0,136,0,136.0,177.0,81.6,2,6,161.0,185.0
2023-02-06,Laptop,159,2,149,0,234,0,110,0,110.0,234.0,149.0,2,0,163.0,166.0
2023-02-07,Laptop,171,6,195,0,157,0,120,0,120.0,157.0,195.0,2,1,159.0,178.0
2023-02-08,Laptop,177,2,145,0,195,1,126,0,126.0,136.5,145.0,2,2,171.0,191.0
2023-02-09,Laptop,171,5,188,1,213,0,178,0,178.0,213.0,112.8,2,3,177.0,170.0
2023-02-10,Laptop,174,7,208,1,121,0,149,0,149.0,121.0,124.8,2,4,171.0,165.0
2023-02-11,Laptop,177,2,134,0,145,0,118,0,118.0,145.0,134.0,2,5,174.0,161.0
2023-02-12,Laptop,159,5,111,1,213,0,179,0,179.0,213.0,66.6,2,6,177.0,163.0
2023-02-13,Laptop,157,6,223,0,195,0,172,1,137.6,195.0,223.0,2,0,159.0,159.0
2023-02-14,Laptop,152,6,134,0,182,0,176,0,176.0,182.0,134.0,2,1,157.0,171.0
2023-02-15,Laptop,165,2,141,0,148,0,148,0,148.0,148.0,141.0,2,2,152.0,177.0
2023-02-16,Laptop,147,5,125,1,138,0,168,0,168.0,138.0,75.0,2,3,165.0,171.0
2023-02-17,Laptop,161,6,188,1,189,0,106,0,106.0,189.0,112.8,2,4,147.0,174.0
2023-02-18,Laptop,155,7,176,0,126,0,100,0,100.0,126.0,176.0,2,5,161.0,177.0
2023-02-19,Laptop,169,4,167,0,146,0,158,0,158.0,146.0,167.0,2,6,155.0,159.0
2023-02-20,Laptop,160,5,112,0,164,0,103,0,103.0,164.0,112.0,2,0,169.0,157.0
2023-02-21,Laptop,161,7,229,0,136,0,161,0,161.0,136.0,229.0,2,1,160.0,152.0
2023-02-22,Laptop,161,2,154,0,145,0,105,0,105.0,145.0,154.0,2,2,161.0,165.0
2023-02-23,Laptop,159,7,104,0,219,0,145,0,145.0,219.0,104.0,2,3,161.0,147.0
2023-02-24,Laptop,150,6,241,0,134,0,137,0,137.0,134.0,241.0,2,4,159.0,161.0
2023-02-25,Laptop,164,9,111,1,137,0,125,0,125.0,137.0,66.6,2,5,150.0,155.0
2023-02-26,Laptop,139,4,119,0,140,0,127,0,127.0,140.0,119.0,2,6,164.0,169.0
2023-02-27,Laptop,138,4,233,0,188,0,151,0,151.0,188.0,233.0,2,0,139.0,160.0
2023-02-28,Laptop,144,8,245,1,200,1,99,0,99.0,140.0,147.0,2,1,138.0,161.0
2023-03-01,Laptop,149,4,155,0,200,0,118,0,118.0,200.0,155.0,3,2,144.0,161.0
2023-03-02,Laptop,152,5,151,0,166,0,133,0,133.0,166.0,151.0,3,3,149.0,159.0
2023-03-03,Laptop,137,6,161,1,235,1,102,0,102.0,164.5,96.6,3,4,152.0,150.0
2023-03-04,Laptop,155,5,238,0,168,0,171,0,171.0,168.0,238.0,3,5,137.0,164.0
2023-03-05,Laptop,155,9,212,1,222,0,169,1,135.20000000000002,222.0,127.19999999999999,3,6,155.0,139.0
2023-03-06,Laptop,129,6,107,1,230,0,146,0,146.0,230.0,64.2,3,0,155.0,138.0
2023-03-07,Laptop,148,6,116,0,177,0,159,0,159.0,177.0,116.0,3,1,129.0,144.0
2023-03-08,Laptop,157,7,195,0,158,0,137,0,137.0,158.0,195.0,3,2,148.0,149.0
2023-03-09,Laptop,127,5,177,0,122,0,122,0,122.0,122.0,177.0,3,3,157.0,152.0
2023-03-10,Laptop,154,5,110,0,220,0,120,0,120.0,220.0,110.0,3,4,127.0,137.0
2023-03-11,Laptop,141,2,219,0,151,1,161,0,161.0,105.69999999999999,219.0,3,5,154.0,155.0
2023-03-12,Laptop,128,10,234,1,144,0,151,0,151.0,144.0,140.4,3,6,141.0,155.0
2023-03-13,Laptop,132,7,187,1,211,0,115,0,115.0,211.0,112.2,3,0,128.0,129.0
2023-03-14,Laptop,155,3,243,0,232,0,111,0,111.0,232.0,243.0,3,1,132.0,148.0
2023-03-15,Laptop,157,4,165,0,165,0,157,0,157.0,165.0,165.0,3,2,155.0,157.0
2023-03-16,Laptop,144,4,169,0,175,0,127,0,127.0,175.0,169.0,3,3,157.0,127.0
2023-03-17,Laptop,148,7,103,0,171,0,90,0,90.0,171.0,103.0,3,4,144.0,154.0
2023-03-18,Laptop,134,3,181,0,225,0,141,0,141.0,225.0,181.0,3,5,148.0,141.0
2023-03-19,Laptop,134,6,193,0,212,0,145,0,145.0,212.0,193.0,3,6,134.0,128.0
2023-03-20,Laptop,149,4,242,0,228,1,97,0,97.0,159.6,242.0,3,0,134.0,132.0
2023-03-21,Laptop,150,7,217,0,186,1,116,0,116.0,130.2,217.0,3,1,149.0,155.0
2023-03-22,Laptop,146,6,199,0,231,0,175,0,175.0,231.0,199.0,3,2,150.0,157.0
2023-03-23,Laptop,163,2,130,0,157,0,94,0,94.0,157.0,130.0,3,3,146.0,144.0
2023-03-24,Laptop,167,7,205,0,125,1,170,1,136.0,87.5,205.0,3,4,163.0,148.0
2023-03-25,Laptop,167,3,247,0,240,0,96,0,96.0,240.0,247.0,3,5,167.0,134.0
2023-03-26,Laptop,154,2,184,0,197,0,127,0,127.0,197.0,184.0,3,6,167.0,134.0
2023-03-27,Laptop,163,4,185,0,181,0,136,0,136.0,181.0,185.0,3,0,154.0,149.0
2023-03-28,Laptop,149,5,187,0,203,0,132,0,132.0,203.0,187.0,3,1,163.0,150.0
2023-03-29,Laptop,148,9,178,1,153,0,146,0,146.0,153.0,106.8,3,2,149.0,146.0
2023-03-30,Laptop,175,5,141,1,125,0,149,1,119.2,125.0,84.6,3,3,148.0,163.0
2023-03-31,Laptop,158,6,171,0,140,0,91,0,91.0,140.0,171.0,3,4,175.0,167.0
2023-04-01,Laptop,156,5,228,1,192,0,132,0,132.0,192.0,136.79999999999998,4,5,158.0,167.0
2023-04-02,Laptop,176,2,162,0,150,0,148,0,148.0,150.0,162.0,4,6,156.0,154.0
2023-04-03,Laptop,183,2,124,0,156,1,92,0,92.0,109.19999999999999,124.0,4,0,176.0,163.0
2023-04-04,Laptop,173,5,207,0,222,1,132,0,132.0,155.39999999999998,207.0,4,1,183.0,149.0
2023-04-05,Laptop,172,7,116,0,180,0,90,0,90.0,180.0,116.0,4,2,173.0,148.0
2023-04-06,Laptop,181,2,247,0,171,0,105,0,105.0,171.0,247.0,4,3,172.0,175.0
2023-04-07,Laptop,165,5,138,1,123,0,164,0,164.0,123.0,82.8,4,4,181.0,158.0
2023-04-08,Laptop,192,6,171,0,135,0,144,0,144.0,135.0,171.0,4,5,165.0,156.0
2023-04-09,Laptop,167,7,118,1,152,0,117,0,117.0,152.0,70.8,4,6,192.0,176.0
2023-04-10,Laptop,188,6,129,0,167,1,162,0,162.0,116.89999999999999,129.0,4,0,167.0,183.0
2023-04-11,Laptop,199,6,204,1,193,0,111,1,88.80000000000001,193.0,122.39999999999999,4,1,188.0,173.0
2023-04-12,Laptop,193,6,168,0,244,0,138,0,138.0,244.0,168.0,4,2,199.0,172.0
2023-04-13,Laptop,196,9,249,1,130,0,128,0,128.0,130.0,149.4,4,3,193.0,181.0
2023-04-14,Laptop,176,3,190,0,247,0,127,0,127.0,247.0,190.0,4,4,196.0,165.0
2023-04-15,Laptop,180,9,208,1,211,1,113,0,113.0,147.7,124.8,4,5,176.0,192.0
2023-04-16,Laptop,196,5,196,0,203,0,172,0,172.0,203.0,196.0,4,6,180.0,167.0
2023-04-17,Laptop,205,5,138,1,180,1,155,0,155.0,125.99999999999999,82.8,4,0,196.0,188.0
2023-04-18,Laptop,191,2,144,0,155,0,121,0,121.0,155.0,144.0,4,1,205.0,199.0
2023-04-19,Laptop,205,5,181,0,184,0,137,0,137.0,184.0,181.0,4,2,191.0,193.0
2023-04-20,Laptop,210,3,241,0,161,1,131,0,131.0,112.69999999999999,241.0,4,3,205.0,196.0
2023-04-21,Laptop,188,6,180,1,239,0,166,0,166.0,239.0,108.0,4,4,210.0,176.0
2023-04-22,Laptop,194,10,206,1,219,0,168,0,168.0,219.0,123.6,4,5,188.0,180.0
2023-04-23,Laptop,201,7,147,1,126,0,132,0,132.0,126.0,88.2,4,6,194.0,196.0
2023-04-24,Laptop,212,6,245,0,244,1,171,0,171.0,170.79999999999998,245.0,4,0,201.0,205.0
2023-04-25,Laptop,207,2,208,0,207,1,152,0,152.0,144.89999999999998,208.0,4,1,212.0,191.0
2023-04-26,Laptop,205,4,224,0,230,1,116,1,92.80000000000001,161.0,224.0,4,2,207.0,205.0
2023-04-27,Laptop,212,7,244,0,238,1,128,0,128.0,166.6,244.0,4,3,205.0,210.0
2023-04-28,Laptop,214,6,150,0,133,0,179,0,179.0,133.0,150.0,4,4,212.0,188.0
2023-04-29,Laptop,193,4,116,0,220,0,96,1,76.80000000000001,220.0,116.0,4,5,214.0,194.0
2023-04-30,Laptop,218,4,163,0,206,1,156,0,156.0,144.2,163.0,4,6,193.0,201.0
2023-05-01,Laptop,201,7,116,0,120,0,160,0,160.0,120.0,116.0,5,0,218.0,212.0
2023-05-02,Laptop,193,2,181,0,147,0,176,0,176.0,147.0,181.0,5,1,201.0,207.0
2023-05-03,Laptop,217,7,168,1,149,0,175,0,175.0,149.0,100.8,5,2,193.0,205.0
2023-05-04,Laptop,208,5,134,0,153,1,116,0,116.0,107.1,134.0,5,3,217.0,212.0
2023-05-05,Laptop,199,6,240,0,169,0,93,0,93.0,169.0,240.0,5,4,208.0,214.0
2023-05-06,Laptop,191,4,241,0,162,1,137,0,137.0,113.39999999999999,241.0,5,5,199.0,193.0
2023-05-07,Laptop,199,5,165,0,189,0,92,0,92.0,189.0,165.0,5,6,191.0,218.0
2023-05-08,Laptop,200,6,138,0,223,0,117,0,117.0,223.0,138.0,5,0,199.0,201.0
2023-05-09,Laptop,210,7,151,0,192,1,120,0,120.0,134.39999999999998,151.0,5,1,200.0,193.0
2023-05-10,Laptop,204,6,111,1,224,0,175,0,175.0,224.0,66.6,5,2,210.0,217.0
2023-05-11,Laptop,194,7,137,0,194,0,110,0,110.0,194.0,137.0,5,3,204.0,208.0
2023-05-12,Laptop,215,3,199,0,247,0,176,0,176.0,247.0,199.0,5,4,194.0,199.0
2023-05-13,Laptop,195,3,122,0,128,0,178,0,178.0,128.0,122.0,5,5,215.0,191.0
2023-05-14,Laptop,207,5,200,1,167,0,109,0,109.0,167.0,120.0,5,6,195.0,199.0
2023-05-15,Laptop,208,5,172,1,221,0,96,0,96.0,221.0,103.2,5,0,207.0,200.0
2023-05-16,Laptop,184,7,164,0,129,0,102,0,102.0,129.0,164.0,5,1,208.0,210.0
2023-05-17,Laptop,198,3,180,0,162,0,105,0,105.0,162.0,180.0,5,2,184.0,204.0
2023-05-18,Laptop,204,5,115,0,168,0,95,0,95.0,168.0,115.0,5,3,198.0,194.0
2023-05-19,Laptop,201,4,216,0,181,0,94,0,94.0,181.0,216.0,5,4,204.0,215.0
2023-05-20,Laptop,189,2,197,0,176,0,121,0,121.0,176.0,197.0,5,5,201.0,195.0
2023-05-21,Laptop,203,8,121,1,127,0,119,0,119.0,127.0,72.6,5,6,189.0,207.0
2023-05-22,Laptop,199,8,164,1,129,0,149,0,149.0,129.0,98.39999999999999,5,0,203.0,208.0
2023-05-23,Laptop,179,4,153,0,212,0,117,0,117.0,212.0,153.0,5,1,199.0,184.0
2023-05-24,Laptop,196,6,102,0,128,1,109,0,109.0,89.6,102.0,5,2,179.0,198.0
2023-05-25,Laptop,173,5,198,0,163,1,171,1,136.8,114.1,198.0,5,3,196.0,204.0
2023-05-26,Laptop,181,7,103,0,182,0,132,0,132.0,182.0,103.0,5,4,173.0,201.0
2023-05-27,Laptop,187,7,164,0,215,0,164,1,131.20000000000002,215.0,164.0,5,5,181.0,189.0
2023-05-28,Laptop,166,7,121,1,213,0,134,0,134.0,213.0,72.6,5,6,187.0,203.0
2023-05-29,Laptop,172,4,247,0,133,0,173,0,173.0,133.0,247.0,5,0,166.0,199.0
2023-05-30,Laptop,177,2,213,0,191,0,143,0,143.0,191.0,213.0,5,1,172.0,179.0
2023-05-31,Laptop,178,9,167,1,232,0,95,0,95.0,232.0,100.2,5,2,177.0,196.0
2023-06-01,Laptop,175,7,231,0,134,0,167,0,167.0,134.0,231.0,6,3,178.0,173.0
2023-06-02,Laptop,172,4,228,0,157,0,173,0,173.0,157.0,228.0,6,4,175.0,181.0
2023-06-03,Laptop,178,6,194,0,177,0,133,1,106.4,177.0,194.0,6,5,172.0,187.0
2023-06-04,Laptop,181,4,227,0,171,0,115,0,115.0,171.0,227.0,6,6,178.0,166.0
2023-06-05,Laptop,172,10,225,1,135,0,103,0,103.0,135.0,135.0,6,0,181.0,172.0
2023-06-06,Laptop,185,7,108,0,151,0,125,1,100.0,151.0,108.0,6,1,172.0,177.0
2023-06-07,Laptop,158,2,226,0,183,0,175,0,175.0,183.0,226.0,6,2,185.0,178.0
2023-06-08,Laptop,158,7,180,1,202,0,149,0,149.0,202.0,108.0,6,3,158.0,175.0
2023-06-09,Laptop,178,4,215,0,217,0,99,0,99.0,217.0,215.0,6,4,158.0,172.0
2023-06-10,Laptop,177,6,126,0,207,1,110,0,110.0,144.89999999999998,126.0,6,5,178.0,178.0
2023-06-11,Laptop,174,7,156,1,239,0,122,0,122.0,239.0,93.6,6,6,177.0,181.0
2023-06-12,Laptop,180,2,233,0,186,0,179,0,179.0,186.0,233.0,6,0,174.0,172.0
2023-06-13,Laptop,181,2,240,0,222,1,154,0,154.0,155.39999999999998,240.0,6,1,180.0,185.0
2023-06-14,Laptop,185,6,116,0,197,1,179,0,179.0,137.89999999999998,116.0,6,2,181.0,158.0
2023-06-15,Laptop,184,3,223,0,159,1,98,0,98.0,111.3,223.0,6,3,185.0,158.0
2023-06-16,Laptop,177,6,133,0,243,0,134,1,107.2,243.0,133.0,6,4,184.0,178.0
2023-06-17,Laptop,182,2,109,0,212,0,112,0,112.0,212.0,109.0,6,5,177.0,177.0
2023-06-18,Laptop,182,6,167,0,183,0,161,0,161.0,183.0,167.0,6,6,182.0,174.0
2023-06-19,Laptop,179,4,153,0,120,1,149,1,119.2,84.0,153.0,6,0,182.0,180.0
2023-06-20,Laptop,175,2,142,0,140,0,169,0,169.0,140.0,142.0,6,1,179.0,181.0
2023-06-21,Laptop,179,3,161,0,247,0,96,1,76.80000000000001,247.0,161.0,6,2,175.0,185.0
2023-06-22,Laptop,170,2,219,0,179,0,98,0,98.0,179.0,219.0,6,3,179.0,184.0
2023-06-23,Laptop,167,4,184,0,176,0,136,0,136.0,176.0,184.0,6,4,170.0,177.0
